ID,Specialty,Theme,Article,German,Vietnamese,Example_DE,Example_VI,Level
"expanded-restaurant-1145","restaurant","abrechnung","","Kreditkarte fachgerecht verwenden","thẻ tín dụng sử dụng đúng nghiệp vụ","Die Wendung „Kreditkarte fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “thẻ tín dụng sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1146","restaurant","abrechnung","","Kartenlesegerät fachgerecht verwenden","máy quẹt thẻ sử dụng đúng nghiệp vụ","Die Wendung „Kartenlesegerät fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “máy quẹt thẻ sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1147","restaurant","abrechnung","","Beschwerde fachgerecht verwenden","lời phàn nàn sử dụng đúng nghiệp vụ","Die Wendung „Beschwerde fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “lời phàn nàn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1148","restaurant","allergene","","Allergen fachgerecht verwenden","chất gây dị ứng sử dụng đúng nghiệp vụ","Die Wendung „Allergen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “chất gây dị ứng sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1149","restaurant","allergene","","glutenfrei fachgerecht verwenden","không chứa gluten sử dụng đúng nghiệp vụ","Die Wendung „glutenfrei fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “không chứa gluten sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1150","restaurant","allergene","","laktosefrei fachgerecht verwenden","không chứa lactose sử dụng đúng nghiệp vụ","Die Wendung „laktosefrei fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “không chứa lactose sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1151","restaurant","allergene","","vegan fachgerecht verwenden","thuần chay sử dụng đúng nghiệp vụ","Die Wendung „vegan fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “thuần chay sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1152","restaurant","allergene","","Unverträglichkeit fachgerecht verwenden","tình trạng không dung nạp thực phẩm sử dụng đúng nghiệp vụ","Die Wendung „Unverträglichkeit fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “tình trạng không dung nạp thực phẩm sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1153","restaurant","allergene","","Nussallergie fachgerecht verwenden","dị ứng các loại hạt sử dụng đúng nghiệp vụ","Die Wendung „Nussallergie fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “dị ứng các loại hạt sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1154","restaurant","allergene","","Sonderkost fachgerecht verwenden","chế độ ăn đặc biệt sử dụng đúng nghiệp vụ","Die Wendung „Sonderkost fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “chế độ ăn đặc biệt sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1155","restaurant","allergene","","Zutatenliste fachgerecht verwenden","danh sách nguyên liệu sử dụng đúng nghiệp vụ","Die Wendung „Zutatenliste fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “danh sách nguyên liệu sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1156","restaurant","veranstaltungen","","Bankett fachgerecht verwenden","tiệc lớn, tiệc chiêu đãi sử dụng đúng nghiệp vụ","Die Wendung „Bankett fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “tiệc lớn, tiệc chiêu đãi sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1157","restaurant","veranstaltungen","","Veranstaltung fachgerecht verwenden","sự kiện sử dụng đúng nghiệp vụ","Die Wendung „Veranstaltung fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “sự kiện sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1158","restaurant","veranstaltungen","","Menüfolge fachgerecht verwenden","thứ tự các món trong thực đơn sử dụng đúng nghiệp vụ","Die Wendung „Menüfolge fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “thứ tự các món trong thực đơn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1159","restaurant","veranstaltungen","","Sektempfang fachgerecht verwenden","tiệc đón khách bằng vang sủi sử dụng đúng nghiệp vụ","Die Wendung „Sektempfang fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “tiệc đón khách bằng vang sủi sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1160","restaurant","veranstaltungen","","Sitzordnung fachgerecht verwenden","sơ đồ chỗ ngồi sử dụng đúng nghiệp vụ","Die Wendung „Sitzordnung fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “sơ đồ chỗ ngồi sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1161","restaurant","veranstaltungen","","Gästeliste fachgerecht verwenden","danh sách khách mời sử dụng đúng nghiệp vụ","Die Wendung „Gästeliste fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “danh sách khách mời sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1162","restaurant","veranstaltungen","","eindecken fachgerecht verwenden","bày bàn ăn sử dụng đúng nghiệp vụ","Die Wendung „eindecken fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bày bàn ăn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1163","restaurant","veranstaltungen","","Buffetbetreuung fachgerecht verwenden","phụ trách quầy buffet sử dụng đúng nghiệp vụ","Die Wendung „Buffetbetreuung fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “phụ trách quầy buffet sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1164","restaurant","reklamation","","reklamieren fachgerecht verwenden","khiếu nại sử dụng đúng nghiệp vụ","Die Wendung „reklamieren fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “khiếu nại sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1165","restaurant","reklamation","","Entschuldigung fachgerecht verwenden","lời xin lỗi sử dụng đúng nghiệp vụ","Die Wendung „Entschuldigung fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “lời xin lỗi sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1166","restaurant","reklamation","","Ersatzgericht fachgerecht verwenden","món ăn thay thế sử dụng đúng nghiệp vụ","Die Wendung „Ersatzgericht fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “món ăn thay thế sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1167","restaurant","reklamation","","Preisnachlass fachgerecht verwenden","giảm giá để bồi thường sử dụng đúng nghiệp vụ","Die Wendung „Preisnachlass fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “giảm giá để bồi thường sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1168","restaurant","reklamation","","Kulanz fachgerecht verwenden","sự hỗ trợ thiện chí sử dụng đúng nghiệp vụ","Die Wendung „Kulanz fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “sự hỗ trợ thiện chí sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1169","restaurant","reklamation","","Missverständnis fachgerecht verwenden","sự hiểu nhầm sử dụng đúng nghiệp vụ","Die Wendung „Missverständnis fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “sự hiểu nhầm sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1170","restaurant","reklamation","","zuständig fachgerecht verwenden","chịu trách nhiệm, phụ trách sử dụng đúng nghiệp vụ","Die Wendung „zuständig fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “chịu trách nhiệm, phụ trách sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1171","restaurant","reklamation","","eine Lösung anbieten fachgerecht verwenden","đề xuất giải pháp sử dụng đúng nghiệp vụ","Die Wendung „eine Lösung anbieten fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “đề xuất giải pháp sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1172","restaurant","weinservice","","Weinempfehlung fachgerecht verwenden","lời giới thiệu rượu vang sử dụng đúng nghiệp vụ","Die Wendung „Weinempfehlung fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “lời giới thiệu rượu vang sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1173","restaurant","weinservice","","Rebsorte fachgerecht verwenden","giống nho sử dụng đúng nghiệp vụ","Die Wendung „Rebsorte fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “giống nho sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1174","restaurant","weinservice","","Jahrgang fachgerecht verwenden","niên vụ rượu vang sử dụng đúng nghiệp vụ","Die Wendung „Jahrgang fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “niên vụ rượu vang sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1175","restaurant","weinservice","","trocken fachgerecht verwenden","khô, ít ngọt sử dụng đúng nghiệp vụ","Die Wendung „trocken fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “khô, ít ngọt sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1176","restaurant","weinservice","","halbtrocken fachgerecht verwenden","bán khô sử dụng đúng nghiệp vụ","Die Wendung „halbtrocken fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bán khô sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1177","restaurant","weinservice","","dekantieren fachgerecht verwenden","rót rượu sang bình để thở sử dụng đúng nghiệp vụ","Die Wendung „dekantieren fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “rót rượu sang bình để thở sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1178","restaurant","weinservice","","Weinglas fachgerecht verwenden","ly rượu vang sử dụng đúng nghiệp vụ","Die Wendung „Weinglas fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “ly rượu vang sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1179","restaurant","weinservice","","Korkenzieher fachgerecht verwenden","dụng cụ mở nút chai sử dụng đúng nghiệp vụ","Die Wendung „Korkenzieher fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “dụng cụ mở nút chai sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1180","restaurant","fruehstueck","","Frühstücksbuffet fachgerecht verwenden","quầy buffet sáng sử dụng đúng nghiệp vụ","Die Wendung „Frühstücksbuffet fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “quầy buffet sáng sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1181","restaurant","fruehstueck","","Kaffeemaschine fachgerecht verwenden","máy pha cà phê sử dụng đúng nghiệp vụ","Die Wendung „Kaffeemaschine fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “máy pha cà phê sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1182","restaurant","fruehstueck","","Espresso fachgerecht verwenden","cà phê espresso sử dụng đúng nghiệp vụ","Die Wendung „Espresso fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “cà phê espresso sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1183","restaurant","fruehstueck","","Cappuccino fachgerecht verwenden","cà phê cappuccino sử dụng đúng nghiệp vụ","Die Wendung „Cappuccino fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “cà phê cappuccino sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1184","restaurant","fruehstueck","","Milchschaum fachgerecht verwenden","bọt sữa sử dụng đúng nghiệp vụ","Die Wendung „Milchschaum fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bọt sữa sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1185","restaurant","fruehstueck","","Kännchen fachgerecht verwenden","bình nhỏ đựng trà hoặc cà phê sử dụng đúng nghiệp vụ","Die Wendung „Kännchen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bình nhỏ đựng trà hoặc cà phê sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
